places,time,tweet
Ottawa,2021-01-15 16:53:43,"UPDATED: The spread of COVID-19 continues to surge rapidly across the country and federal officials are urging swift action to avoid Canadian doctors having to make 'impossible choices,' such as who gets an ICU bed. https://t.co/LlhJhGbsKY #COVID19 #cdnpoli https://t.co/yLd8GO8dpt"
"Bhopal, India",2021-01-15 16:53:36,"Madhya Pradesh is all set for the world's biggest vaccination drive against the #COVID19. Don't fall for false news or misinformation regarding the vaccine.

#Unite2FightCorona
#LargestVaccineDrive
#MPFightsCorona
#JansamparkMP https://t.co/hmAgwlTC0S"
,2021-01-15 16:53:29,"@raeofcorpsekuno This was an application to stay their executions based on #COVID19, but it was denied last night. #CoreyJohnson was executed, and #DustinHiggs still has appeals pending."
"Los Angeles, CA",2021-01-15 16:53:28,"Some groups in LA County are already being vaccinated, including hospital staff and paramedics. Find out when it’s your turn to receive your free COVID-19 vaccination by visiting https://t.co/ExkWnvn4dD. #COVID19 #vaccine #lacounty #publichealth https://t.co/1M4QCzllv3"
,2021-01-15 16:53:27,"Please support our GoFundMe campaign so that we can find a habitable place to stay. 

Indiana has no tenant protection and our home is unsafe. 
#blacktwitter #feminist #COVID19 #BlackHistoryMonth #BlackLivesMatter https://t.co/aeluqFjVVl @gofundme https://t.co/1wirJ68Bvz"
"Bowie, MD",2021-01-15 16:53:27,I’m doing my part to #StopTheSpread #COVID19 #MaskUp  #vaccine https://t.co/hqF7WKzP4P
"Oshkosh, WI",2021-01-15 16:53:22,"It would seem like daycare, pre-school, and Head Start front line workers should be among the next ones to receive the vaccine, but not sure if that's the case or not. #COVID19"
"Birmingham, England",2021-01-15 16:53:20,"We are proud to have contributed to the Midlands effort to fight the #COVID19 pandemic. @eps_unibham @DWLiam 

Read more about the pandemic response from @ChemEngBham 

https://t.co/j7WQg39K0p https://t.co/7r8dqEzk09"
"Brent, London",2021-01-15 16:53:20,It's nearly 5pm on a Friday evening. What's the betting that @10DowningStreet will announce a change on school #Covid19 guidance at the briefing in a few minutes?
Wales,2021-01-15 16:53:18,"A lifeline for law firms 

Law firms that had Business Interruption Insurance can now look to receiving a pay-out on their policies following today’s from the Supreme Court, writes ⁦@williamsviv1⁩

#insurance #covid19 #legal    https://t.co/vX2BTQ7zZb"
"New Jersey, USA",2021-01-15 16:53:17,Receiving 👏 the 👏 #covid19 👏 vaccine 👏 is 👏 not 👏 a 👏 ticket 👏 to 👏 throw 👏 caution 👏 into 👏 the 👏 wind. https://t.co/hikyvumdCM
"Ascot, South East",2021-01-15 16:53:16,"#COVID19 15 Dec, Comparing today's Interactive Map (on the left) to yesterday's (on the right) you can see improvement in #RBWM and #Bracknell Forest https://t.co/njQceLIRx9"
,2021-01-15 16:53:12,"Mr. Guo, who also goes by Miles Kwok, was a property magnate in China with ties to senior party officials, until he fled the country about five years ago under the shadow of corruption allegations.#COVID19"
,2021-01-15 16:53:11,Thread by @DrEricDing: BREAKING—We are out of vaccine reserves! Trump HHS Sec Azar announced this week that the govt would begin releasing #COVID19 vaccine doses held in reserve for 2nd shots—but no such reserve ex...… https://t.co/xSurj1K8y6
Essex UK,2021-01-15 16:53:11,Yeah... Just a bit. #COVID19 https://t.co/A7VOCj9p95
"Houston, Texas area",2021-01-15 16:53:10,"What a TV commercial advertising deal for your #business! 
#COVID19 #coronavirus business #recovery.  
https://t.co/CjpBxfWP5G"
NYC,2021-01-15 16:53:10,"NY #COVID19 Update 1/15:

People in hospitals: 8,808 (-15)
ICU: 1,570 (+34)
Intubations: 962 (+6)
Deaths: 183

Tests: 324,671
Positive: 19,942
Rate: 6.14%

#nbc4ny"
"Montclair, NJ",2021-01-15 16:53:02,"With #COVID19 cases continuing to rise across the country, investigational treatments to help lessen the effects of the virus are progressing, including the use of monoclonal antibodies, also referred to as mAbs. Learn more: https://t.co/Ew0j0NrQzv"
,2021-01-15 16:53:01,"Thousands of Californians lost health care due to #COVID19  

Visit https://t.co/yoannuzcis to see if you qualify for free/low cost coverage #OpenEnrollmentends JAN. 31st!

https://t.co/mFVQCOBwqG"
,2021-01-15 16:53:00,"More than 20 dead in Norway after Pfizer vaccine: report
#mRNA #Scamdemic #Covid19
https://t.co/1wzGSWK2mq"
San Francisco Bay Area,2021-01-15 16:53:00,"veriDART testing was completed in a Fortune 50 company’s warehouse trailer and loading dock. Check out the case study to see which test scenario demonstrated the greatest reduction in SARS-CoV-2 exposure levels: https://t.co/Vuk3S36lTl 

#ehs #industrialhygiene #HVAC #COVID19 https://t.co/YKcYixLWM7"
London,2021-01-15 16:52:56,@MayorofLondon produced visual of communities views on the impact of #COVID19 https://t.co/VyWu0qtda9
London UK,2021-01-15 16:52:56,"A further 1280 #British deaths. 
Legacy of #BorisJohnson &amp; #Conservative gov incompetence and #HerdImmunity ideology.
#COVID19 https://t.co/eVbgXBs2Gj"
"Gatineau, QC",2021-01-15 16:52:51,[blog] https://t.co/Cvjrxg7k8z Looking Back at Adaptiv Networks’ 2020 Virtual Conferences - Audience poll results! #SDWAN #DigitalTransformation #COVID19 #WFH #Cloud 3 https://t.co/jlFC8RKDix
London,2021-01-15 16:52:51,"An important case in relation to #covid19 business interruption insurance, commented on here by our Head of #insurance litigation Roger Franklin. https://t.co/nP98qhnPLO"
USA,2021-01-15 16:52:50,@DonaldJTrumpJr The timing of the #MSM coverage of this study is suspect. This type of heresy has been suppressed for months. Now this science supports their intended actions post-inaugural. #COVID19
England,2021-01-15 16:52:49,"I'm currently suspended for ""wrong think"" anyway, but as were in the midst of the greatest recession and #Covid19 hardships. With the country told to lockdown and stay at home in all circumstances and hardships.

https://t.co/cdJBh1RLZc"
"Apple Valley, MN",2021-01-15 16:52:49,"#Covid19 Such incompetence...“When Health and Human Services Secretary Alex Azar announced this week that the federal government would begin releasing coronavirus vaccine doses held in reserve for second shots, no such reserve existed."""
"Fenland, Cambridgeshire, UK",2021-01-15 16:52:47,"Catch-ups cost lives. This weekend, please don't bend the rules. The new #COVID19 variant is spreading fast in #Cambridgeshire, and around 1 in 3 people with #coronavirus don't have any symptoms. 

Please, #StayHome #ProtectTheNHS #SaveLives https://t.co/8ghYRGM7sP"
,2021-01-15 16:52:44,"Patients in Millom started receiving the COVID-19 vaccine yesterday as part of the biggest NHS immunisation programme in history
Marion Johnson, 81 said: “It was all very well organised &amp; everyone was very cheerful."" 
Thanks to everyone involved. 
#COVID19 #CovidVaccine #Cumbria https://t.co/ndyrqv0luO"
Surrey,2021-01-15 16:52:43,So proud of my cousin @SarahGriffithsA who has published yet another amazing children’s book. This time with rugby star Jack Maunder to help children ‘bounce back during lockdown’ #ChildrensBooks #ChildrensMentalHealthWeek #COVID19 #books https://t.co/VU8pf9MkmU
pale blue dot,2021-01-15 16:52:41,"A year ago today is when I collapsed making my son’s bed and was nearly taken out by a violent mystery respiratory illness that lasted 5 wks and still has my heart and lungs completely FUBAR. And that, as I came to find out in July via a blood draw... was the ‘rona. #COVID19"
North Vancouver,2021-01-15 16:52:41,"Justin Trudeau this morning raising concerns over yet another covid variant. According to the Prime Minister, the variant from Brazil is very concerning. #covid19"
"Washington, DC",2021-01-15 16:52:39,"Coping with #COVID19: High school students from the DMV have some things to say -- with Jason Reynolds, our National Ambassador for Young People's Literature. 
More @CBSThisMorning: https://t.co/mckdVydiF7"
"RightSmackDabInDaMiddle, USA",2021-01-15 16:52:38,"Thank you @MdSpuds, I appreciate your message. We are all patients at one time or another, but sometimes we forget that when cloaked in our white coats wielding stethoscopes. #MedTwitter #somedocs #MedStudentTwitter #COVID19 #NurseTwitter #Nursing https://t.co/mCulSRCN0h"
"Pittsburgh, Baltimore, NYC",2021-01-15 16:52:37,At about 12:05 pm eastern I’ll be discussing the latest on #COVID19 on @KDKARadio with @Lhayesfreeland . Listen live here https://t.co/FpBTvB9DeH
,2021-01-15 16:52:36,"Anyone else lost friends because of #COVID19 rules, not from passing from following the rules?"
Michigan,2021-01-15 16:52:35,"Leveraging #MachineLearning methods used to build #GPT3 is an interesting use of #NLProc in #bioinformatics. 

They have found a high potential for immune escape in all of them—although this hasn’t yet been tested in the wild. 

#ArtificialIntelligence #DataScience #COVID19 https://t.co/kQUxG02oWC"
,2021-01-15 16:52:35,Impeach @RepMaxineWaters #CNN #ABC #NBC #CBS #FOX #NYTimes #election #COVID19 #PPP $2000 #StimulusChecksNOW
Chicago-adjacent,2021-01-15 16:52:29,"Day 5 of CK in quarantine. Snow and dog walks #COVID19 (don’t worry, we literally didn’t see another human). https://t.co/wdYhO3yvaz"
"Toronto, Ontario",2021-01-15 16:52:29,All the commenters who have all the answers and think they would do a better job themselves.  This is a huge effort.  Maybe they need to run for office. #COVID19 #VaccineStrategy https://t.co/3DkRULdGDW
"Brown County, Wisconsin",2021-01-15 16:52:26,"#DKY https://t.co/CBuSaBcyMO has a #COVID19 vaccine page? 

You can learn about new updates, information, and resources regarding the COVID-19 vaccine distribution in Brown County. 

Learn more here: https://t.co/O9NLn4R9zb 

#StayHealthyBC #YouStopTheSpread https://t.co/2TiS0HWjN6"
London,2021-01-15 16:52:26,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if you feel well 🙏. Download the app https://t.co/dwyvUl1wPs"
,2021-01-15 16:52:20,"It just hit me. Every province in Canada that is having a hard time getting a handle on the current #covid19 wave all boarder the US. Nova Scotia, PEI an NL seem to have this wave under control, though they do have active cases. #COVIDCanada"
"Doha, Qatar",2021-01-15 16:52:20,"Nepal approves AstraZeneca COVID-19 vaccine for emergency use

#Nepal #COVID19 #Vaccine #QatarDayNews  ]
https://t.co/shfwsTiYZb"
USA,2021-01-15 16:52:16,"""Shielding &amp; WiFi Hygiene -
Essential in prevention &amp; treatment of Covid19 WiFi/ radiowaves also facilitate the entryof calcium into the cell, triggering the cytokine storm."" - Dr. Klinghardt's #Covid19 Prevention, Treatment, Guidance Summary April 2020 https://t.co/6doGorBV0g"
"England, United Kingdom",2021-01-15 16:52:13,From @BorisJohnson #BorisJohnson #COVID19 #COVIDー19 https://t.co/ukleikGnqc
,2021-01-15 16:52:13,#Remdesivir in the Treatment of #COVID19 https://t.co/CvytTedfoO https://t.co/ooWk8w8eix
California,2021-01-15 16:52:10,"Compelling and important conversation on the latest with #COVID19 vaccines and virus mutations with @moricemdphd, President of @mayocliniclabs and Chair of Lab Medicine and Pathology. https://t.co/Ovw29f3LX6"
"South West, England",2021-01-15 16:52:09,"Help slow the spread of #COVID19 in #Cornwall and identify at risk cases sooner by self-reporting your symptoms daily, even if you feel well 🙏. Download the app https://t.co/g7lMYEan6r"
"Indianapolis, IN",2021-01-15 16:52:09,"4,744 new Indiana #coronavirus cases and 42 newly reported deaths, bringing the death toll to 8,872. @StateHealthIN has also identified two more presumptive #COVID19 deaths, for a total of 9,246."
World,2021-01-15 16:52:07,"cc @mikequindazzi @antgrasso @fisher85m
We must move on from Neoliberalism in the post-Corona era https://t.co/OgpyUEziki #COVID19 #Environment
rt @wef https://t.co/WdSSyz9MJ8"
Online,2021-01-15 16:52:07,Black Save The New Date Plan Change Photo Save The Date https://t.co/QBJ2PHRjM4 #changethedate #savethenewdate #savethedate #COVID19 #SocialDistancing #changeofplans #newplan #newdate #cancelledevent
"London, UK",2021-01-15 16:52:06,"Yesterday, HC @JaniceCharette met with @CanUKFoundation, @CMFScholarships, @MapleTrust, @CCSF67, @bacscanadauk &amp; others to discuss the challenges posed by #COVID19 &amp; offer support. This #FollowFriday, show them some ❤️ &amp; follow these 🇨🇦-🇬🇧 orgs. making a difference in the UK. https://t.co/BIQS9jDtY5"
"Bronx, NY",2021-01-15 16:52:04,.@NYGovCuomo has delivered a multi-day State of the State outlining key investments for our future &amp; beyond #COVID19. @ThirdAvenueBID joins the Gov calling for equitable economic resurgence. We have demonstrated remarkable resilience in the face of crisis &amp; will continue to do so https://t.co/hZd4p7LEaW
Also @Live4Israel,2021-01-15 16:52:02,"Arizona reports 9,146 new COVID-19 cases, 185 more deaths | https://t.co/3Ffk0GU90g https://t.co/lNQLs6pqmQ via @ktar923 @AZHealthAssoc #AZ #COVID19 @GovDucey"
,2021-01-15 16:52:00,"8 reasons the #UK leads Europe’s coronavirus vaccination race #COVID19 
🇬🇧
https://t.co/SKApKm0iWM"
Worldwide,2021-01-15 16:52:00,"Our partners @ProjectECHO began their work in 2003 to help clinicians in New Mexico treat hepatitis C. @spicerjason &amp; @buildsolidarity share how its innovative model was used to address #COVID19, operating at scale to reach some of the world’s most vulnerable populations. https://t.co/VjWzrFIeRr"
"Castle Pines, Colorado",2021-01-15 16:51:56,"11,869,478 COVID19 vaccinations in first 30 days in US https://t.co/Jn0X0Nevs1 

At the current rate (1.2M/day) the entire US will be done by September

Once room temperature vaccines approved, this will be even faster. 

#vaccines #vaccine #VaccineStrategy #Covid19 #lockdowns"
Calgary,2021-01-15 16:51:54,"I've seen many people online tout #COVID19's ""high survival rate"". Can we end this talk right now? https://t.co/aCUsSqZMzL"
"Enfield, N.S.",2021-01-15 16:51:52,"I have other commitments so I am not on the #COVID19 briefing today, but sent in my two questions I wished to ask to the COVID media line. So hope to get those answers, and when I do I will relay. #EastHants #FallRiverNS #NS"
isle of wight UK,2021-01-15 16:51:52,Update for followers. Test result negative 😊 thank you for all the supportive messages yesterday and today #COVID19 #test #TestResults
